0.699588,0.687243,0.975309,0.366666667,0.366666667
0.939271,0.446694,0.897436,0.7,0.7
0.67713,0.479821,0.986547,0.3,0.166666667
0.824528,0.486792,0.767925,0.433333333,0.6
0.547094,0.993988,0.93487,0.533333333,0.966666667
0.52973,0.567568,0.983784,0.266666667,0.233333333
0.193038,0.81962,0.996835,0.4,0.533333333
0.916667,0.222222,1,0.133333333,0.033333333
0.158949,0.863579,0.998748,0.8,0.9
0.838258,0.822706,0.828927,0.7,0.7
0.312629,0.913043,0.867495,0.6,0.666666667
0.26324,0.764798,0.981308,0.4,0.5
0.390244,0.818815,0.912892,0.866666667,0.933333333
0.180365,0.833333,1,0.333333333,0.266666667
0.346,0.666,0.99,0.633333333,0.666666667
0.050193,0.976834,0.992278,0.3,0.266666667
0.754173,0.383915,0.99393,0.433333333,0.7
0.708333,0.375,1,0.066666667,0.033333333
0.78169,0.992958,0.859155,0.233333333,0.033333333
0.092771,0.981928,0.993976,0.866666667,0.9
0.876206,0.861736,0.990354,0.466666667,0.633333333
0.390071,0.70922,0.964539,0.2,0
0.357447,0.923404,0.897872,0.4,0.466666667
0.345679,0.872428,1,0.3,0.166666667
0.571429,0.657143,0.857143,0.066666667,0
0.322953,0.870819,0.929642,0.9,0.933333333
0.772334,0.371758,0.971182,0.366666667,0.4
0.957143,0.968254,0.663492,0.433333333,0.7
0.561093,0.856913,0.92926,0.6,0.733333333
0.90625,0.833333,0.972222,0.433333333,0.466666667
0.80198,0.59736,0.871287,0.4,0.5
0.101197,0.964091,0.989119,0.5,0.566666667
0.262799,0.860068,0.897611,0.4,0.5
0.426908,0.619664,0.988357,0.733333333,0.733333333
0.634643,0.89083,0.765648,0.433333333,0.733333333
0.679245,0.641509,0.939623,0.4,0.466666667
0.774848,0.62069,0.979716,0.666666667,0.666666667
0.134146,0.97561,0.926829,0.433333333,0.5
0.991202,0.991202,0.853372,0.3,0.033333333
0.444444,0.677778,0.975,0.333333333,0.133333333
0.739837,0.382114,0.95935,0.3,0.166666667
0.269147,1,0.929978,0.433333333,0.566666667
0.18125,0.99375,0.99375,0.3,0.266666667
0.062914,0.987859,0.985651,0.5,0.866666667
0.787024,0.71086,0.971791,0.766666667,0.833333333
0.840909,0.818182,0.579545,0.166666667,0.1
0.714286,0.591837,0.938776,0.166666667,0.066666667
0.611191,0.707317,0.814921,0.5,0.633333333
0.475862,0.896552,0.986207,0.333333333,0.033333333
0.837342,0.643757,0.853379,0.933333333,0.933333333
