1,0.6872,0.8683,0.366666667,0.366666667
1,0.4467,0.7476,0.7,0.7
1,0.4798,1,0.3,0.166666667
1,0.4868,1,0.433333333,0.6
1,1,1,0.533333333,0.966666667
1,0.5676,1,0.266666667,0.233333333
0.193,1,1,0.4,0.533333333
1,0.2222,0.9167,0.133333333,0.033333333
0.1589,1,1,0.8,0.9
1,1,0.8927,0.7,0.7
0.3126,1,1,0.6,0.666666667
0.2632,1,1,0.4,0.5
0.3902,1,1,0.866666667,0.933333333
0.1804,1,1,0.333333333,0.266666667
0.346,0.666,1,0.633333333,0.666666667
0.0502,1,1,0.3,0.266666667
1,0.3839,1,0.433333333,0.7
1,0.375,0.9167,0.066666667,0.033333333
1,1,1,0.233333333,0.033333333
0.0928,1,1,0.866666667,0.9
1,1,1,0.466666667,0.633333333
0.3901,0.7092,1,0.2,0
0.3574,1,0.8766,0.4,0.466666667
0.3457,1,1,0.3,0.166666667
1,0.6571,1,0.066666667,0
0.323,1,1,0.9,0.933333333
1,0.3718,1,0.366666667,0.4
1,1,0.5794,0.433333333,0.7
1,1,1,0.6,0.733333333
1,1,0.4757,0.433333333,0.466666667
1,0.5974,1,0.4,0.5
0.1012,1,1,0.5,0.566666667
0.2628,1,1,0.4,0.5
0.4269,0.6197,1,0.733333333,0.733333333
1,1,1,0.433333333,0.733333333
1,0.6415,0.8226,0.4,0.466666667
1,0.6207,0.8032,0.666666667,0.666666667
0.1341,1,1,0.433333333,0.5
1,1,0.824,0.3,0.033333333
0.4444,0.6778,1,0.333333333,0.133333333
1,0.3821,1,0.3,0.166666667
0.2691,1,0.8884,0.433333333,0.566666667
0.1812,1,1,0.3,0.266666667
0.0629,1,1,0.5,0.866666667
1,0.7109,1,0.766666667,0.833333333
1,1,0.7727,0.166666667,0.1
1,0.5918,1,0.166666667,0.066666667
1,0.7073,1,0.5,0.633333333
0.4759,1,1,0.333333333,0.033333333
1,0.6438,1,0.933333333,0.933333333
1,0.6774,1,0.466666667,0.5
0.3388,0.7368,1,0.466666667,0.466666667
1,1,0.6041,0.666666667,0.766666667
0.2651,1,1,0.533333333,0.766666667
1,1,0.6926,0.533333333,0.766666667
0.4685,1,0.7481,0.7,0.7
0.4706,0.5882,1,0.1,0
0.1042,1,1,0.533333333,0.633333333
1,1,1,0.266666667,0.133333333
0.2,1,0.9,0.066666667,0
0.1885,1,1,0.833333333,0.9
0.2483,1,1,0.733333333,0.8
0.4861,0.575,1,0.366666667,0.366666667
1,1,0.7832,0.866666667,0.866666667
1,0.21,0.8981,0.833333333,0.833333333
1,1,0.8884,0.333333333,0.033333333
0.0609,1,1,0.233333333,0.066666667
0.4375,0.6042,1,0.1,0.066666667
1,0.4181,0.8858,0.4,0.533333333
1,0.5968,0.8226,0.166666667,0.133333333
0.4146,1,0.878,0.1,0
0.154,1,1,0.466666667,0.5
1,0.1467,1,0.6,0.833333333
0.161,1,1,0.166666667,0
1,1,0.8321,0.266666667,0.1
1,0.4549,1,0.633333333,0.666666667
1,0.2717,1,0.466666667,0.9
1,1,0.8642,0.533333333,0.6
1,0.3862,1,0.4,0.4
1,0.6685,0.8363,0.766666667,0.766666667
0.3511,1,1,0.666666667,0.733333333
